district_label_post,report_year,title,fund_source,award_date,start_date,completion_date,,,district_label_post_agg,award_date_txt,start_date_txt,completion_date_txt
Biakoye District Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES,getfund,9/15/2010,,,,,Biakoye District Assembly,2010-09-15,,
Biakoye District Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES,getfund,9/15/2010,,,,,Biakoye District Assembly,2010-09-15,,
Biakoye District Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES,getfund,9/15/2010,,,,,Biakoye District Assembly,2010-09-15,,
Biakoye District Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES,getfund,9/15/2010,,,,,Biakoye District Assembly,2010-09-15,,
Biakoye District Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES,getfund,9/15/2010,,,,,Biakoye District Assembly,2010-09-15,,
Biakoye District Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES,getfund,9/15/2010,,,,,Biakoye District Assembly,2010-09-15,,
Biakoye District Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES,getfund,9/15/2010,,,,,Biakoye District Assembly,2010-09-15,,
Biakoye District Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES,getfund,9/15/2010,,,,,Biakoye District Assembly,2010-09-15,,
Biakoye District Assembly,2012,CONST OF 6 UNIT CLASSROOM BLK WITH ANCILLARY FACILITIES,getfund,9/15/2010,,,,,Biakoye District Assembly,2010-09-15,,
Biakoye District Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSRM BLOCK WITH ANCILLARY FACILITIES,getfund,8/12/2011,,,,,Biakoye District Assembly,2011-08-12,,
Biakoye District Assembly,2012,2 NO TWO BEDROOM SEMI DETACHED MASTERS BUNGALOWS,getfund,Mar-11,,,,,Biakoye District Assembly,2011-03-01,,
Biakoye District Assembly,2012,1 NO TWO BEDROOM SEMI DETACHED MASTERS BUNGALOWS,getfund,Mar-11,,,,,Biakoye District Assembly,2011-03-01,,
Biakoye District Assembly,2012,1 NO TWO BEDROOM SEMI DETACHED MASTERS BUNGALOWS,getfund,Mar-11,,,,,Biakoye District Assembly,2011-03-01,,
Biakoye District Assembly,2012,1 STOREY 12 UNIT CLASSROOM BLOCK,getfund,Jul-11,,,,,Biakoye District Assembly,2011-07-01,,
Biakoye District Assembly,2012,CONSTRUCTION OF A DINING HALL WITH KITCHEN COMPLEX,getfund,May-11,,,,,Biakoye District Assembly,2011-05-01,,
Biakoye District Assembly,2012,CONSTRUCTION OF 2 STOREY BOYS DORMETORY,getfund,May-11,,,,,Biakoye District Assembly,2011-05-01,,
Biakoye District Assembly,2012,CONSTRUCTION OF 2 STOREY GIRLS DORMETORY,getfund,May-11,,,,,Biakoye District Assembly,2011-05-01,,
Biakoye District Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES,getfund,Jan-12,,,,,Biakoye District Assembly,2012-01-01,,
Biakoye District Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES,getfund,Jan-12,,,,,Biakoye District Assembly,2012-01-01,,
Biakoye District Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES,getfund,Jun-12,,,,,Biakoye District Assembly,2012-06-01,,
Biakoye District Assembly,2012,REHABILITATION OF BOYS DORMITORY A,getfund,Mar-12,,,,,Biakoye District Assembly,2012-03-01,,
Biakoye District Assembly,2012,REHAB OF DINING HALL AND KITCHEN,getfund,Mar-12,,,,,Biakoye District Assembly,2012-03-01,,
Biakoye District Assembly,2012,REHAB OF 3 STOREY CLASSROOM BLOCK,getfund,Mar-12,,,,,Biakoye District Assembly,2012-03-01,,
Biakoye District Assembly,2012,REHAB OF BOYS DORMITORY B,getfund,Mar-12,,,,,Biakoye District Assembly,2012-03-01,,
Biakoye District Assembly,2012,REHAB OF ROADS AND DRAINS,getfund,Mar-12,,,,,Biakoye District Assembly,2012-03-01,,
Biakoye District Assembly,2012,REHAB OF POWER SUPPLY AND STREET LIGHTING SYSTEM,getfund,Mar-12,,,,,Biakoye District Assembly,2012-03-01,,
Biakoye District Assembly,2012,RENOVATION OF DISTRICT POLICE STATION,dacf,,,,,,Biakoye District Assembly,,,
Biakoye District Assembly,2012,PROCUAMENT OF 10 NO 13 M CENTRAL REFUSE CONTAINERS,dacf,Dec-11,,,,,Biakoye District Assembly,2011-12-01,,
Biakoye District Assembly,2012,CONSTRUCTION OF DCES BANGALOW,dacf,Jan-12,,,,,Biakoye District Assembly,2012-01-01,,
Biakoye District Assembly,2012,CONSTRUCTION OF DCDS BANGALOW,dacf,Jan-12,,,,,Biakoye District Assembly,2012-01-01,,
Biakoye District Assembly,2012,EXTENSION OF ELECTRICITY LOW VOLTAGE NETWORK,dacf,Aug-12,,,,,Biakoye District Assembly,2012-08-01,,
Biakoye District Assembly,2012,3 PHASE ELECTRICAL INSTALLATION AT ASSEMBLYS NEW SITE,dacf,Apr-12,,,,,Biakoye District Assembly,2012-04-01,,
Biakoye District Assembly,2012,INSTALLATION OF STREET LIGHTS,dacf,Jan-12,,,,,Biakoye District Assembly,2012-01-01,,
Biakoye District Assembly,2012,RENOVATION OF BUILDING STRUCTURES FOR SOLAR PANNEL INSTALLATION,dacf,Apr-12,,,,,Biakoye District Assembly,2012-04-01,,
Biakoye District Assembly,2012,CONSTRUCTION OF FIRE APPLIANCE BAY,dacf,May-12,,,,,Biakoye District Assembly,2012-05-01,,
Biakoye District Assembly,2012,DRILLING OF 15 NO BORE HOLES,dacf,Jun-12,,,,,Biakoye District Assembly,2012-06-01,,
Biakoye District Assembly,2012,DRILLING OF 1 BOREHOLE AT NKONYA SHS,dacf,Feb-12,,,,,Biakoye District Assembly,2012-02-01,,
Biakoye District Assembly,2012,CONSTRUCTION OF A SLAUGHTER HOUSE AT ABOTOASE,dacf,May-12,,,,,Biakoye District Assembly,2012-05-01,,
Biakoye District Assembly,2012,RENOVATION REFURBISHMENT OF DCDS BUNGALOW,dacf,Apr-12,,,,,Biakoye District Assembly,2012-04-01,,
Biakoye District Assembly,2012,PROVISION OF STAND BY GENERATOR CENTRAL ADMINISTRATION,dacf,Apr-12,,,,,Biakoye District Assembly,2012-04-01,,
Biakoye District Assembly,2012,PROVISION OF STAND BY GENERATOR DCES RES,dacf,Apr-12,,,,,Biakoye District Assembly,2012-04-01,,
Biakoye District Assembly,2012,REHAB OF ABOTOASE LORRY PARK ACCESS ROAD,dacf,Jan-12,,,,,Biakoye District Assembly,2012-01-01,,
Biakoye District Assembly,2012,PAINTING OF DCES RES,dacf,Sep-12,,,,,Biakoye District Assembly,2012-09-01,,
Biakoye District Assembly,2012,CONSTRUCTION OF SLUB FOR GENERATOR SET,dacf,Apr-12,,,,,Biakoye District Assembly,2012-04-01,,
Biakoye District Assembly,2012,CONSTRUCTION OF GENERATOR SLUB,dacf,Apr-12,,,,,Biakoye District Assembly,2012-04-01,,
Biakoye District Assembly,2012,CONSTRUCTION OF SECURITY BOOTH AT DCES RES,dacf,Apr-12,,,,,Biakoye District Assembly,2012-04-01,,
Biakoye District Assembly,2012,CONST OF PUBLIC POUND,dacf,Apr-12,,,,,Biakoye District Assembly,2012-04-01,,
Biakoye District Assembly,2012,CONST OF PUBLIC POUND,dacf,Apr-12,,,,,Biakoye District Assembly,2012-04-01,,
Biakoye District Assembly,2012,CONST OF 3 UNIT CLASSROOM PAVILLION ABOTOASE PENTECOST PRIMARY,dacf,Jul-12,,,,,Biakoye District Assembly,2012-07-01,,
Biakoye District Assembly,2012,CONST OF DISABLE ACCESSIBILITY RAMPS TO BDA OFFICES,dacf,Apr-12,,,,,Biakoye District Assembly,2012-04-01,,
Biakoye District Assembly,2012,CONST OF CHPS COMPOUND AT TAKROBE,dacf,Apr-12,,,,,Biakoye District Assembly,2012-04-01,,
Biakoye District Assembly,2012,CONST OF CHPS COMPOUND AT NKONYA ASAKYIRI,dacf,Aug-12,,,,,Biakoye District Assembly,2012-08-01,,
Biakoye District Assembly,2012,CONSTRUCTION OF A SLAUGHTER HSE AT NKONYA AHENKRO,dacf,Apr-12,,,,,Biakoye District Assembly,2012-04-01,,
Biakoye District Assembly,2012,REPAIR AND INSTALLATION OF STREET LIGHTS,dacf,Nov-12,,,,,Biakoye District Assembly,2012-11-01,,
Biakoye District Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSRM BLOCK WITH ANCILLARY FACILITIES,other gog,Sep-11,,,,,Biakoye District Assembly,2011-09-01,,
Bibiani/Ahwiaso/Bekwai District Assembly,2012,,,,,,,,Bibiani/Ahwiaso/Bekwai District Assembly,,,
Binduri District Assembly,2012,,,,,,,,Binduri District Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF NEW MCE'S BUNGALOW,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF GOLDEN JUBILEE PARK LONG TENNIS COURT,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK AT APPIADAM,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 3 UNIT CLASSROOM BLOCK AT APPIADAM,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF OFFICE COMPLEX ANNEX,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 1NO CONSERVANCY FARM AT ASANTEMAN ASANTEMAN,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,ENGINEER FINAL DEPOSAL SITE FOR REFUSE MANSO,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,RENOVATION OF MUNICIPAL CHIEF EXECUTIVES OFFICE ODA ADMINISTRATION,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,COMPLETION OF 3 UNIT CLASSROOM BLOCK AT ESSAM,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,REHABILITATION OF STREET LIGHT IN THE MUNICIPALITY AKIM ODA,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF FOOT BRIDGE AT AKIM ODA,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,RENOVATION OF M C D AND M W E'S BUNGALOW AT AKIM ODA,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,RENOVATION OF GUEST HOUSE AT AKIM ODA,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,EVACUATION OF 12 NO REFUSE DUMP,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,REHABILITATION OF AKIM ODA MAIN LORRY PARK,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 2NO VAULT CHAMBER TOILET AT AKIM ODA ZONGO,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,RENOVATION OF MED SECRETARYS OFFICE B C M A,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,MANUFACTURE OF CANOE,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 8 UNIT CAR PARK AT AKIM ODA,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,REHABILITATION OF 8NO PUBLIC TOILET AT AKIM ODA,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 1 NO 2 UNIT LECTURE HALL AT AKIM ODA COMMUNITY NURSING TRAINING SCHOOL,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,NEW LORRY PARK ODA OLD PREMIER,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,RECLAIM LAND FOR NEW MARKET AT AKOTOMOREASE AKOTOMOREASE,dacf,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES AT AMANTEM NKWANTA LA PRIMARY,getfund,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES AT ESHIEM ISLAMIC PRIMARY,getfund,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 3 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES AT NSUAFUA LA PRIMARY,getfund,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,REHABILITATION OF STREET LIGHT IN THE MUNICIPALITY AKIM ODA,getfund,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES AT SUPONSO ONOMABO LA JHS,getfund,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES AT KYEREMASE MA PRIMARY,getfund,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 3 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES AT AKIM ADUKROM LA PRIMARY,getfund,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES AT KOFORIDUA DA PRIMARY,getfund,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES AT AKIM ODUMASI MA PRIMARY,getfund,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES AT AKIM ASENE METHODIST PRIMARY,getfund,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES AT AKIM KWAKUKWAA MA PRIMARY,getfund,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES AT AKIM SRODAI PRESBY PRIMARY ODA OLD TOWN,getfund,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 3 UNIT CLASSROOM BLOCK AT MANTE,getfund,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 6 UINIT CLASSROOM AT OBOYAMBO,getfund,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 12 UNIT GIRLS DORMITORY AT AKROSO S H S AKROSO,getfund,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK AT ST FRANCIS AKIM ODA,getfund,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK AT AKIM ODA S H S,getfund,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK AT ATWEAMAN S H S MANSO,getfund,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,40 MVA 33/11/KV PRIMARY SUBSTATION AT AKIM ODA,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,SHEP S D A JODRO ODA NKRUMAH PREMIER BUNGALOW QUARTERS AND AKIM MANSO,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,33 KV OVERHEAD LINE AT AKWATIA ODA,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,COMPLETION OF DRILLING AND MECHANIZATION OF 2 BOREHOLES AT ODA GOVERNMENT HOSPITAL,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,ROUTINE MAINTENANCE OF ODA-NKWANTA GYADEM FR AND OTHERS 25.7KM,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,ROUTINE MAINTENANCE OF ASANTEMAN KOKOBEN FR AND OTHERS 13.90KM,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,RESHAPING OF TABITA-OSENHO BOSOMPA FR AND OTHERS (19.00KM),other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,RESHAPING OF ASUOSU BADUKROM FE AND OTHERS 14.1 KM,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,ROUTINE MAINTENANCE OF ASUOSO BADUKROM FR AND OTHERS 17.90 KM,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,ROUTINE MAINTENANCE OF SMALL LONDON JUNCTION AKURA ATIFI FR AND OTHERS 17.20 KM,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,ROUTINE MAINTENANCE OF ODA NKWANTA GYADAM & AKIM MANSO ODUMASE FR 15.50 KM,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,ROUTINE MAINTENANCE OF ATIANKAMA ANOMABO AND ASUBOA NSUAFUA FR 16.80 KM,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,ROUTINE MAINTENANCE OF ASANTEMAN KOKOBEN FR AND OTHERS 17.3 KM,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,ROUTINE MAINTENANCE OF AKIM MANSO OSENASE 18.10 KM,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,ROUTINE MAINTENANCE OF YABAKWA NYARKOKWA ER AND OTHERS 20.70 KM,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,ROUTINE MAINTENANCE RESHAPING OF NINTA OSIBIRIM BANTAMA KYEREMASE OTAIPRO JN OTAIPRO,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,ROUTINE MAINTENANCE RESHAPING OF SMALL LONDON JN AKIM AFITI NYAMETI KOFI DADE TABITA BOSOMPA ASUOSO BADUKROM,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,REHABILITATION OF STEEL TREES BRIDGE OVER RIVER BIRIM AKIM ODA AYIREBI ROAD,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,ROUTINE MAINTENANCE RESHAPING OF GRAVEL ROADS AKIM ODA TOWN ROAD,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,ROUTINE MAINTENANCE POTHOLE PATCHING OF RAVED ROADS AKIM ODA TOWN ESHIEM ODA ROAD ODA AYIREBI,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 1 NO SINGLE 900MM & PIPE CULVERT AND 600X600MM CONCRETE U DRAIN,other gog,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK 6 SEATER W/C TOILET AND CANTEEN FOR AKROSO AME ZION PRIMARY SCHOOL AKROSO,multiple,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 3NO 2 BEDROOM SEMI-DETACHED NURSES QUARTERS FOR MANSO HEALTH CENTRE MANSO,multiple,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 3 UNIT CLASSROOM BLOCK CANTEEN WC TOILET BLOCK FOR FREEMAN METHODIST JUNIOR HGIH SCHOOL,multiple,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK 6 SEATER WC TOILET AND  CANTEEN FOR  ODA ANGLICAN PRIMARY SCHOOL,multiple,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION  OF 6 UNIT  CLASSROOM  BLOCK  6 SEATER W C TOILET AND CANTEEN FOR AKIM MANSO AME ZION PRIMARY SCHOOL,multiple,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF EARLY CHILDHOOD DEVELOPMENT CENTRE ODA ZONGO ISLAMIC SCHOOL,multiple,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF EARLY CHILDHOOD DEVELOPMENT CENTRE AT ODA INDUSTRIAL VILLAGE,multiple,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF CLINIC FOR THE ODA INDUSTRIAL VILLAGE,multiple,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 2 NO 10 SEATER W C TOILET BLOCK FOR ODA INDUSTRIAL VILLAGE,multiple,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 3NO 2 BEDROOM SEMI DETACHED TEACHERS QUARTERS AT ONOMABO LA PRIMARY,multiple,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 3 UNIT CLASSROOM BLOCK W C TOILET FOR ASENE PRESBY JUNIOR HIGH SCHOOL,multiple,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,REHABILITATION OF ROADS AND CULVERTS AT AKIM ASENE,multiple,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK 6 SEATER WC TOILET AND CANTEEN FOR AKIM MANSO PRESBY PRIMARY SCHOOL,multiple,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK 6 SEATER WC TOILET AND CANTEEN FOR AKIM ASUBOA RC PRIMARY SCHOOL,multiple,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF SHOWROOM AT THE ODA INDUSTRIAL VILLAGE,multiple,,,,,,Birim Central Municipal Assembly,,,
Birim Central Municipal Assembly,2012,CONSTRUCTION OF CARPENTRY WORKSHOP AT THE ODA INDUSTRIAL VILLAGE,multiple,,,,,,Birim Central Municipal Assembly,,,
Birim North District Assembly,2012,,,,,,,,Birim North District Assembly,,,
Birim South District Assembly,2012,REHABILITATION OF 1NO 3 UNIT CLASSROOM BLOCK FOR PRESBY JHS,ddf,,3/16/2011,,,,Birim South District Assembly,,2011-03-16,
Birim South District Assembly,2012,CONST OF 6UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES AT NURIYA EA PRIMARY SCHOOL,getfund,,11/10/2011,,,,Birim South District Assembly,,2011-11-10,
Birim South District Assembly,2012,CONST OF 3UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES AT AKENKAUSA LA JUNIOR HIGH SCHOOL,getfund,,11/10/2011,,,,Birim South District Assembly,,2011-11-10,
Birim South District Assembly,2012,CONST OF 3UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES AT RC PRIMARY SCHOOL,getfund,,11/10/2011,,,,Birim South District Assembly,,2011-11-10,
Birim South District Assembly,2012,CONST OF 6UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES AT ACHIASE METHODIST PRIMARY SCHOOL,getfund,,11/10/2011,,,,Birim South District Assembly,,2011-11-10,
Birim South District Assembly,2012,CONST OF 1NO 6UNIT CLASSROOM BLOCK OFFICE AND STORE,other gog,,2/9/2011,,,,Birim South District Assembly,,2011-02-09,
Birim South District Assembly,2012,PROVISION OF FREE EXERCISE BOOKS FOR BASIC SCHOOLS,other gog,,2011,,,,Birim South District Assembly,,1905-07-03,
Birim South District Assembly,2012,CONST OF 12UNIT CLASSROOM BLOCK,getfund,,Apr-12,,,,Birim South District Assembly,,2012-04-01,
Birim South District Assembly,2012,CONST OF GIRLS DORMITORY,getfund,,Apr-12,,,,Birim South District Assembly,,2012-04-01,
Birim South District Assembly,2012,CONST OF BOYS DORMITORY,getfund,,Apr-12,,,,Birim South District Assembly,,2012-04-01,
Birim South District Assembly,2012,CONST OF DINING HALL WITH KITCHEN,getfund,,Apr-12,,,,Birim South District Assembly,,2012-04-01,
Birim South District Assembly,2012,CONST OF GIRLS DORMITORY,getfund,,Apr-12,,,,Birim South District Assembly,,2012-04-01,
Birim South District Assembly,2012,CONST OF ADUASA LA PRIMARY SCHOOL,getfund,,Apr-12,,,,Birim South District Assembly,,2012-04-01,
Birim South District Assembly,2012,CONST OF SENIOR HIGH SCHOOL,ddf,,,,,,Birim South District Assembly,,,
Birim South District Assembly,2012,ADMINISTRATION BLOCK CONST OF 10NO BOREHOLE,dacf,,Jan-12,,,,Birim South District Assembly,,2012-01-01,
Birim South District Assembly,2012,CONST OF 4NO BOREHOLE,dacf,,Jul-12,,,,Birim South District Assembly,,2012-07-01,
Birim South District Assembly,2012,CONST OF 1 NO COMMUNITY CLINIC,ddf,,3/15/2011,,,,Birim South District Assembly,,2011-03-15,
Birim South District Assembly,2012,CONST OF CHP CLINIC,ddf,,,,,,Birim South District Assembly,,,
Birim South District Assembly,2012,CONST OF CHP CLINIC,ddf,,,,,,Birim South District Assembly,,,
Birim South District Assembly,2012,CONST OF 20 SEATER VAULT CHAMBER,dacf,,,,,,Birim South District Assembly,,,
